,voted_for_republican,very_freq_voter,freq_voter,voted_03_05_2013,voted_05_21_2013,voted_06_07_2016,age,party,education,ismarried,home_owner,renters,ethnic,sex,hhcount
1488,1,1,1,1,1,1,35.0,D,bachelors,N,H,N,,M,2
1489,1,0,0,0,0,1,55.0,D,bachelors,N,H,N,white,F,3
1490,0,1,1,1,1,1,89.0,R,masters,N,H,N,,F,3
1491,1,1,1,1,1,1,67.0,D,some_college,N,,Y,,F,1
1492,1,0,0,0,0,1,38.0,D,trade_school,Y,H,N,white,M,3
1493,1,0,0,0,0,1,65.0,D,bachelors,N,H,N,white,F,2
1494,1,0,1,0,1,0,40.0,D,bachelors,N,H,N,white,M,2
1495,0,1,1,1,1,1,84.0,D,bachelors,Y,H,N,black,F,2
1496,0,0,0,0,0,0,23.0,AI,high_school,N,,Y,hispanic,M,2
1497,1,0,1,0,1,1,42.0,D,masters,N,H,N,asian,M,2
1498,1,0,1,1,0,1,55.0,D,trade_school,Y,H,N,white,F,4
1499,0,0,1,0,1,0,31.0,D,bachelors,N,,Y,white,F,2
1500,1,1,1,1,1,1,82.0,DS,high_school,Y,H,N,white,M,2
1501,0,1,1,0,0,1,43.0,D,masters,N,H,N,,F,2
1502,0,0,0,0,0,0,31.0,D,some_college,N,,Y,white,M,1
1503,0,1,1,1,1,0,63.0,R,doctorate,Y,,Y,asian,M,2
1504,0,0,0,0,0,0,38.0,D,trade_school,N,,N,black,F,2
1505,0,1,1,1,1,1,54.0,D,masters,N,,Y,white,M,2
1506,0,0,0,0,0,1,36.0,D,bachelors,N,,Y,white,F,2
1507,1,1,1,1,1,1,76.0,D,some_college,N,H,N,white,M,1
1508,1,0,0,0,0,1,19.0,D,some_college,N,,Y,asian,,1
1509,0,1,1,1,1,1,75.0,R,doctorate,N,,Y,black,M,2
1510,1,0,1,1,0,1,61.0,D,masters,N,H,N,black,M,2
1511,1,1,1,0,0,1,53.0,D,bachelors,N,H,N,white,M,3
1512,1,1,1,1,1,1,82.0,R,HS_drop_out,N,H,N,white,F,1
1513,0,0,0,1,1,0,86.0,D,some_college,N,H,N,jewish,F,1
1514,1,0,0,0,0,1,30.0,DS,trade_school,N,,N,,M,2
1515,0,0,0,0,0,1,26.0,D,bachelors,N,,Y,hispanic,M,2
1516,1,1,1,1,1,1,63.0,D,bachelors,N,H,N,,F,2
1517,0,0,0,0,0,1,24.0,D,bachelors,N,,Y,,F,2
1518,0,1,1,1,1,1,82.0,D,some_college,N,,N,white,F,1
1519,0,0,0,0,0,1,31.0,DS,,N,,N,jewish,M,1
1520,1,1,1,1,1,1,71.0,D,bachelors,N,H,N,black,M,4
1521,1,0,1,1,0,0,83.0,R,doctorate,Y,H,N,,M,2
1522,1,1,1,1,0,1,86.0,R,high_school,N,H,N,hispanic,F,5
1523,1,0,1,1,0,0,66.0,DS,high_school,N,,N,hispanic,F,2
1524,0,0,1,0,1,1,31.0,DS,trade_school,N,H,N,hispanic,M,3
1525,0,1,1,1,1,1,57.0,D,bachelors,N,,Y,white,M,2
1526,0,0,1,1,0,1,74.0,D,some_college,N,H,N,,F,1
1527,0,1,1,1,0,0,64.0,D,trade_school,N,H,N,white,M,3
1528,1,0,0,0,0,1,23.0,D,bachelors,N,,Y,,M,2
1529,0,1,1,1,1,1,90.0,D,some_college,N,H,N,white,F,1
1530,0,1,1,1,1,1,61.0,D,trade_school,N,H,N,,M,4
1531,1,0,1,1,0,0,65.0,D,bachelors,N,,Y,asian,F,3
1532,1,0,0,0,0,1,23.0,D,bachelors,N,H,N,black,F,3
1533,1,1,1,1,1,1,50.0,R,masters,Y,H,N,,M,2
1534,1,1,1,0,0,1,35.0,D,some_college,N,H,N,white,M,1
1535,0,0,0,0,0,1,46.0,D,trade_school,Y,,Y,white,F,2
1536,0,0,1,0,1,1,54.0,D,bachelors,Y,,Y,white,M,2
1537,1,0,0,0,0,0,85.0,D,high_school,N,H,N,asian,M,6
1538,1,1,1,1,1,1,61.0,D,bachelors,N,H,N,black,F,3
1539,1,0,1,0,0,1,35.0,DS,trade_school,Y,,N,hispanic,F,3
1540,0,1,1,1,1,1,67.0,D,bachelors,Y,H,N,black,F,3
1541,0,0,1,1,0,0,82.0,R,HS_drop_out,N,H,N,white,F,1
1542,0,1,1,1,1,1,73.0,D,bachelors,N,H,N,,M,2
1543,1,1,1,1,1,1,61.0,DS,trade_school,Y,H,N,white,F,2
1544,1,1,1,1,1,0,31.0,D,trade_school,N,,Y,white,F,3
1545,0,0,0,0,0,1,31.0,D,bachelors,N,,Y,indian,F,2
1546,1,1,1,1,1,1,52.0,DS,trade_school,N,,Y,,M,2
1547,0,1,1,1,1,1,70.0,D,some_college,N,,Y,,F,1
1548,1,0,0,0,0,1,25.0,D,trade_school,N,,N,black,F,2
1549,0,0,1,0,0,1,37.0,DS,high_school,N,H,N,white,M,2
1550,1,0,0,0,0,1,29.0,D,masters,N,,Y,white,F,3
1551,1,1,1,0,0,1,25.0,DS,trade_school,N,,Y,,F,2
1552,1,0,0,0,0,1,42.0,D,some_college,N,H,N,asian,M,1
1553,1,0,1,1,0,1,30.0,DS,,N,,Y,white,F,1
1554,0,1,1,0,0,1,60.0,D,bachelors,N,,N,white,M,2
1555,0,1,1,0,0,1,58.0,D,bachelors,N,H,N,white,M,5
1556,0,1,1,1,1,1,72.0,D,bachelors,N,H,N,black,M,2
1557,0,0,0,0,0,1,68.0,D,bachelors,N,,N,white,F,3
1558,1,0,1,0,0,1,27.0,DS,trade_school,N,H,N,hispanic,F,4
1559,0,1,1,1,1,1,77.0,D,bachelors,N,,N,white,F,2
1560,1,0,0,0,0,1,36.0,D,trade_school,N,,Y,asian,F,3
1561,0,1,1,1,1,1,37.0,D,trade_school,N,H,Y,asian,F,2
1562,1,1,1,1,1,1,59.0,D,trade_school,N,H,N,white,F,2
1563,0,1,1,0,0,1,70.0,DS,,N,,N,,M,1
1564,1,0,0,0,0,1,51.0,D,bachelors,N,,N,,M,4
1565,1,0,0,0,0,1,40.0,D,some_college,N,,N,white,F,1
1566,0,1,1,0,0,1,57.0,DS,,N,H,Y,,M,1
1567,1,1,1,0,0,1,29.0,D,bachelors,N,,Y,white,F,2
1568,0,0,1,0,1,0,72.0,R,HS_drop_out,N,,Y,white,F,1
1569,1,1,1,1,1,1,81.0,AI,high_school,N,H,N,white,F,3
1570,0,0,1,1,0,0,92.0,R,HS_drop_out,Y,H,N,black,M,1
1571,0,0,0,0,0,1,52.0,AI,high_school,N,H,N,hispanic,F,2
1572,0,1,1,0,1,1,62.0,D,bachelors,N,H,N,white,F,6
1573,1,1,1,1,1,1,40.0,DS,,N,H,Y,white,F,1
1574,1,1,1,1,1,1,78.0,D,some_college,Y,H,N,white,F,1
1575,1,1,1,1,1,1,72.0,D,bachelors,Y,H,N,white,F,2
1576,0,1,1,1,1,1,86.0,D,some_college,N,H,N,,F,1
