,voted_for_republican,very_freq_voter,freq_voter,voted_03_05_2013,voted_05_21_2013,voted_06_07_2016,age,party,education,ismarried,home_owner,renters,ethnic,sex,hhcount
749,0,1,1,1,1,1,65.0,D,some_college,N,,Y,white,M,1
750,0,1,1,0,1,1,48.0,D,bachelors,N,,N,,F,2
751,1,1,1,1,1,1,87.0,D,some_college,N,,Y,black,F,1
752,0,1,1,1,1,1,45.0,D,bachelors,N,,Y,white,M,2
753,1,1,1,1,1,1,63.0,DS,trade_school,N,H,N,white,F,2
754,1,1,1,1,1,1,62.0,D,bachelors,N,H,Y,black,F,3
755,1,1,1,1,1,1,46.0,D,trade_school,N,H,N,,F,3
756,0,1,1,1,1,1,73.0,D,bachelors,N,H,Y,,M,2
757,1,1,1,1,1,1,62.0,R,doctorate,N,H,Y,white,M,3
758,1,1,1,1,1,0,72.0,D,some_college,N,H,Y,jewish,M,1
759,0,0,1,0,0,0,26.0,D,trade_school,N,,Y,asian,F,3
760,0,1,1,1,1,1,76.0,D,bachelors,N,,Y,white,M,2
761,0,0,1,0,1,1,56.0,D,trade_school,N,H,N,,F,3
762,0,1,1,1,1,1,59.0,D,some_college,N,,N,,F,1
763,0,0,1,1,0,0,59.0,D,bachelors,N,H,N,jewish,F,2
764,1,1,1,1,1,1,67.0,R,HS_drop_out,N,,Y,white,F,1
765,0,1,1,1,1,1,91.0,D,some_college,N,H,N,,M,1
766,1,1,1,1,1,1,83.0,D,bachelors,Y,H,N,white,M,2
767,1,1,1,0,1,1,61.0,D,bachelors,N,H,N,,F,3
768,0,1,1,1,1,0,48.0,DS,trade_school,N,,Y,hispanic,F,2
769,1,1,1,1,1,1,70.0,D,bachelors,N,H,Y,white,M,2
770,0,0,0,0,0,1,75.0,D,some_college,N,,Y,black,F,1
771,1,1,1,1,1,1,83.0,R,doctorate,N,H,N,white,F,2
772,0,1,1,0,0,1,64.0,D,some_college,N,,N,white,F,1
773,0,1,1,1,1,0,72.0,D,some_college,N,,Y,,M,1
774,1,1,1,1,0,1,68.0,DS,high_school,N,,N,white,F,2
775,0,0,1,1,0,0,45.0,D,bachelors,N,H,N,,F,2
776,0,1,1,1,1,1,84.0,R,high_school,N,H,N,white,M,7
777,1,1,1,0,0,1,36.0,D,bachelors,N,,Y,,M,2
778,1,0,0,0,0,1,44.0,D,some_college,N,,Y,hispanic,M,1
779,1,1,1,1,1,1,94.0,R,HS_drop_out,N,H,N,white,F,1
780,1,1,1,0,0,1,71.0,D,high_school,Y,H,N,white,F,4
781,0,1,1,0,0,1,85.0,R,HS_drop_out,N,,Y,white,F,1
782,1,1,1,0,0,1,59.0,DS,,N,,Y,white,F,1
783,0,1,1,1,1,1,66.0,D,bachelors,N,H,N,black,F,3
784,1,1,1,1,1,1,78.0,D,bachelors,Y,H,N,white,M,2
785,0,1,1,1,1,1,56.0,D,bachelors,N,,N,hispanic,F,3
786,0,1,1,1,1,1,38.0,D,some_college,N,,Y,white,M,1
787,0,0,0,0,0,1,41.0,D,bachelors,N,,Y,white,M,4
788,1,0,1,1,0,1,30.0,D,some_college,N,,N,asian,F,1
789,0,1,1,1,1,1,67.0,D,bachelors,Y,H,N,white,M,2
790,1,1,1,1,1,1,79.0,R,doctorate,Y,H,N,asian,M,2
791,0,0,0,0,0,1,28.0,D,bachelors,N,,Y,,F,2
792,0,1,1,1,1,1,33.0,D,some_college,N,,Y,,M,1
793,1,1,1,1,0,0,60.0,R,masters,Y,H,N,asian,M,3
794,1,1,1,1,1,1,72.0,D,bachelors,Y,H,Y,white,F,2
795,1,0,1,1,0,1,47.0,D,some_college,N,H,Y,white,F,1
796,0,0,1,1,0,1,43.0,DS,,N,,N,asian,F,1
797,1,0,1,1,0,1,37.0,D,masters,Y,H,N,,F,2
798,1,1,1,1,0,1,78.0,R,doctorate,Y,,Y,indian,F,2
799,1,1,1,1,1,1,87.0,D,trade_school,N,H,N,black,F,3
800,0,0,0,0,0,0,48.0,DS,,N,,Y,white,F,1
801,0,0,0,0,0,0,63.0,GR,high_school,N,,Y,white,M,1
802,0,1,1,1,1,0,51.0,D,bachelors,N,H,N,hispanic,M,2
803,0,1,1,1,1,1,82.0,D,trade_school,N,H,N,black,F,4
804,0,1,1,1,0,1,69.0,D,high_school,Y,,N,white,F,4
805,0,1,1,1,1,1,34.0,D,bachelors,N,H,N,asian,F,2
806,0,1,1,1,1,1,89.0,R,masters,Y,H,N,asian,M,2
807,1,1,1,1,1,0,83.0,D,trade_school,N,H,N,white,M,2
808,0,1,1,1,1,1,82.0,R,HS_drop_out,N,,Y,indian,F,1
809,1,1,1,0,0,1,43.0,R,HS_drop_out,N,,N,white,M,1
810,0,1,1,1,1,0,56.0,D,masters,N,,N,,F,2
811,0,0,0,0,0,1,19.0,D,trade_school,N,,Y,,,3
812,1,1,1,1,1,0,65.0,R,high_school,N,H,N,white,M,3
813,1,1,1,1,1,1,53.0,D,bachelors,N,H,N,,F,2
814,1,1,1,1,1,1,34.0,D,some_college,N,,Y,hispanic,M,1
815,0,1,1,1,0,1,68.0,R,doctorate,N,,N,white,M,2
816,0,0,1,0,1,1,38.0,D,bachelors,N,,Y,,F,2
817,0,1,1,1,0,1,90.0,D,bachelors,N,H,N,black,F,2
818,1,1,1,1,1,1,58.0,D,trade_school,N,H,N,,F,2
819,1,1,1,1,1,1,73.0,R,doctorate,Y,H,N,white,M,2
820,1,0,1,0,0,1,84.0,D,some_college,N,,Y,,F,1
821,0,1,1,1,1,1,66.0,D,bachelors,Y,H,N,,F,4
822,1,1,1,1,1,1,58.0,D,bachelors,N,,N,indian,F,2
823,1,1,1,1,1,1,64.0,R,masters,Y,,Y,jewish,M,2
824,1,1,1,1,1,1,56.0,DS,high_school,N,,N,asian,F,10
825,0,1,1,1,1,1,70.0,D,some_college,N,,Y,jewish,M,1
826,1,1,1,1,1,1,82.0,R,doctorate,Y,H,N,,M,2
827,1,1,1,1,1,1,34.0,D,some_college,N,,Y,white,M,1
828,0,1,1,1,1,1,75.0,D,some_college,N,H,N,black,M,1
829,1,0,0,0,0,1,40.0,D,bachelors,N,H,Y,,F,2
830,0,0,0,0,0,0,33.0,D,trade_school,Y,,Y,white,F,3
831,1,0,1,1,0,0,53.0,R,doctorate,Y,H,N,,F,2
832,0,1,1,1,1,1,43.0,D,some_college,N,,Y,jewish,M,1
833,1,0,0,0,0,1,27.0,D,trade_school,N,,N,,M,4
834,1,0,0,0,0,0,27.0,DS,trade_school,N,,Y,hispanic,F,2
835,0,1,1,1,1,1,82.0,D,bachelors,Y,H,N,black,F,3
836,1,1,1,1,1,1,45.0,DS,high_school,N,,N,hispanic,M,2
837,0,1,1,1,1,1,74.0,R,high_school,N,,Y,white,M,3
838,0,1,1,1,1,1,29.0,D,bachelors,N,H,Y,asian,M,2
839,1,1,1,0,1,1,87.0,R,high_school,Y,H,N,black,F,3
840,0,1,1,1,1,1,81.0,R,doctorate,Y,H,N,white,F,2
841,0,1,1,1,1,1,77.0,D,bachelors,N,H,N,,M,3
842,1,1,1,1,1,1,45.0,R,high_school,N,,Y,,M,2
843,1,1,1,1,1,1,40.0,DS,,N,,Y,,M,1
844,1,0,0,0,0,1,27.0,R,HS_drop_out,N,H,Y,indian,M,1
845,0,0,1,1,0,1,43.0,D,bachelors,N,H,N,hispanic,F,3
846,1,1,1,1,1,1,59.0,D,high_school,N,H,Y,white,M,4
847,1,1,1,1,1,1,66.0,D,trade_school,N,,N,,M,4
848,1,1,1,1,1,1,75.0,D,bachelors,Y,H,N,white,F,2
849,1,1,1,1,1,1,79.0,D,bachelors,Y,H,N,white,M,2
850,0,1,1,1,1,1,59.0,DS,trade_school,N,,N,,M,3
851,1,1,1,1,1,1,79.0,R,doctorate,Y,H,N,white,M,2
852,1,1,1,0,0,1,53.0,D,trade_school,Y,H,N,black,M,3
853,1,1,1,1,1,1,69.0,R,doctorate,Y,H,N,white,M,4
854,1,1,1,1,0,0,59.0,D,trade_school,N,H,N,,M,2
855,0,1,1,1,1,1,70.0,DS,trade_school,Y,H,Y,black,M,3
856,0,1,1,1,1,1,33.0,D,high_school,N,,Y,white,M,3
857,1,1,1,0,0,1,21.0,DS,,N,,Y,,M,1
858,0,0,0,0,0,0,52.0,R,high_school,N,,Y,white,M,2
859,1,1,1,1,0,1,78.0,D,bachelors,Y,H,Y,,F,2
860,1,1,1,1,1,1,52.0,D,bachelors,N,,N,,M,3
861,0,0,0,0,0,1,72.0,D,some_college,N,H,Y,white,F,1
862,1,0,0,0,0,1,33.0,D,some_college,N,,Y,,F,1
863,0,1,1,1,1,1,64.0,D,bachelors,Y,H,N,white,M,4
864,1,0,1,0,1,1,64.0,D,some_college,N,,Y,,M,1
865,1,0,0,0,0,0,60.0,R,high_school,N,H,N,black,M,2
866,1,0,0,0,0,0,94.0,R,high_school,N,H,N,white,F,2
867,1,1,1,1,1,1,85.0,D,bachelors,N,H,N,asian,F,2
868,1,0,1,0,0,1,67.0,D,trade_school,N,H,N,white,F,2
869,0,1,1,1,1,1,72.0,D,bachelors,N,H,N,,M,2
870,1,1,1,0,0,1,53.0,D,bachelors,N,,Y,asian,F,2
871,1,0,0,0,0,1,61.0,D,bachelors,N,H,N,,F,2
872,0,1,1,1,1,0,92.0,D,some_college,Y,H,Y,white,M,1
873,0,0,0,0,0,1,33.0,D,bachelors,N,,Y,white,M,2
874,1,1,1,0,0,1,33.0,D,trade_school,N,,N,white,M,5
875,1,0,0,0,0,0,22.0,D,bachelors,N,H,N,white,F,3
876,1,0,0,0,0,1,54.0,D,trade_school,N,,N,black,F,4
877,0,0,0,0,0,0,18.0,D,some_college,N,,Y,hispanic,F,1
878,1,0,1,1,0,0,59.0,R,HS_drop_out,N,H,N,white,F,1
879,1,1,1,1,1,1,84.0,D,bachelors,N,H,N,,F,2
880,0,0,0,0,0,0,37.0,D,bachelors,N,H,Y,white,M,2
881,0,1,1,1,1,1,85.0,R,HS_drop_out,N,H,Y,white,F,1
882,0,0,0,0,0,1,32.0,D,bachelors,N,,Y,white,M,3
883,1,1,1,0,1,1,26.0,D,bachelors,N,,N,hispanic,,2
884,0,1,1,1,1,1,56.0,D,masters,Y,H,N,white,F,5
885,0,0,1,0,0,1,87.0,R,HS_drop_out,N,H,Y,white,M,1
886,1,0,0,0,0,0,69.0,D,some_college,N,,Y,white,M,1
887,0,1,1,1,1,1,50.0,DS,trade_school,N,,Y,asian,M,3
888,0,1,1,1,1,1,89.0,D,bachelors,Y,H,N,white,M,3
889,0,1,1,1,1,1,70.0,D,bachelors,N,H,N,asian,F,3
890,0,0,1,0,1,1,68.0,D,some_college,N,,Y,white,F,1
891,0,1,1,1,1,0,22.0,D,bachelors,N,,Y,white,M,3
892,0,1,1,1,1,1,63.0,D,some_college,N,H,Y,white,F,1
893,1,0,0,0,0,1,31.0,D,bachelors,N,,Y,,M,2
894,0,0,1,0,0,1,77.0,D,bachelors,N,H,N,white,F,2
895,1,0,1,0,1,1,73.0,D,bachelors,N,H,N,jewish,M,2
896,1,1,1,1,0,1,74.0,D,bachelors,Y,,N,,M,2
897,1,1,1,1,1,1,81.0,R,HS_drop_out,N,H,N,white,F,1
898,1,1,1,0,1,1,69.0,D,bachelors,Y,H,N,,F,2
899,1,1,1,1,1,1,53.0,R,high_school,Y,H,N,white,M,4
900,0,1,1,0,0,0,48.0,DS,trade_school,N,,Y,,M,2
901,1,1,1,1,1,1,73.0,DS,high_school,Y,H,N,black,F,2
902,0,1,1,1,0,1,39.0,D,some_college,N,,Y,asian,F,1
903,0,1,1,1,1,1,35.0,D,bachelors,Y,H,Y,white,F,2
904,1,0,0,0,0,1,58.0,D,trade_school,N,H,N,asian,M,4
905,1,1,1,1,0,1,73.0,D,bachelors,Y,H,Y,black,F,2
906,1,0,1,1,0,1,27.0,D,some_college,N,,Y,white,F,1
907,0,1,1,0,0,1,60.0,DS,trade_school,N,,Y,white,M,2
908,0,1,1,0,0,1,73.0,R,doctorate,Y,H,N,white,M,2
909,1,1,1,1,1,1,53.0,D,trade_school,N,,N,white,F,2
910,0,1,1,1,1,1,72.0,D,masters,Y,H,N,,F,2
911,0,1,1,1,1,1,69.0,D,bachelors,Y,,Y,white,F,3
912,0,1,1,1,1,1,75.0,D,bachelors,N,H,N,white,M,3
913,1,0,0,0,0,0,28.0,D,some_college,N,,Y,asian,F,1
914,1,1,1,1,1,0,90.0,D,bachelors,N,H,N,black,M,2
915,1,0,1,0,0,1,45.0,D,some_college,N,,Y,hispanic,M,1
916,0,1,1,1,1,1,40.0,R,masters,N,,Y,hispanic,M,2
917,0,1,1,1,1,1,52.0,DS,,N,H,Y,black,F,1
918,0,1,1,1,1,1,60.0,D,masters,N,,Y,white,F,5
919,0,1,1,1,1,1,84.0,D,bachelors,N,H,N,white,F,2
920,0,0,1,0,1,0,73.0,D,bachelors,N,H,N,black,F,2
921,1,1,1,0,0,1,38.0,D,some_college,N,,Y,hispanic,M,1
922,0,0,0,0,0,0,22.0,DS,trade_school,N,,N,white,M,3
923,1,1,1,1,0,1,57.0,D,trade_school,N,H,N,white,M,2
924,1,1,1,1,1,1,85.0,R,HS_drop_out,N,H,N,white,M,1
925,1,0,0,0,0,1,36.0,D,trade_school,N,,N,white,F,2
926,1,1,1,1,1,1,76.0,DS,high_school,N,H,N,white,M,2
927,1,1,1,0,0,1,63.0,D,masters,N,,Y,white,F,2
928,1,1,1,1,1,1,64.0,D,bachelors,N,,N,,F,2
929,0,1,1,1,1,1,76.0,D,trade_school,N,,N,white,F,3
930,0,1,1,1,1,1,35.0,D,trade_school,Y,,Y,hispanic,F,4
931,1,1,1,0,0,1,57.0,DS,,N,,Y,white,M,1
932,1,1,1,0,0,1,58.0,D,bachelors,N,,Y,black,F,3
933,1,0,1,0,1,1,34.0,DS,high_school,N,H,N,,M,4
934,0,0,1,0,0,1,42.0,D,some_college,N,,Y,white,M,1
935,1,0,1,1,0,0,59.0,D,masters,N,H,N,white,F,3
936,1,1,1,1,1,1,70.0,R,masters,N,H,N,white,M,2
937,1,1,1,1,1,1,74.0,R,masters,N,,N,jewish,M,2
938,0,1,1,0,0,1,52.0,D,trade_school,N,,N,,M,5
939,0,1,1,1,1,1,81.0,D,bachelors,Y,H,N,white,F,2
940,0,0,0,0,0,1,42.0,D,some_college,N,,N,white,F,1
941,0,1,1,1,1,1,82.0,R,high_school,N,,N,white,F,2
942,0,1,1,1,1,1,69.0,D,bachelors,N,,Y,,F,2
943,1,1,1,0,0,1,26.0,D,high_school,N,,Y,hispanic,M,2
944,0,1,1,0,0,1,69.0,D,some_college,N,,Y,white,M,1
945,0,0,1,0,0,1,45.0,DS,,N,,Y,,M,1
946,0,1,1,1,1,1,74.0,DS,,N,H,N,asian,M,1
947,0,0,1,1,0,1,51.0,DS,high_school,N,,Y,indian,M,2
948,0,0,0,0,0,0,16.0,D,some_college,N,H,N,black,F,1
949,1,1,1,1,0,1,85.0,R,HS_drop_out,N,,N,,F,1
950,1,1,1,1,1,1,83.0,D,some_college,N,H,N,white,M,1
951,0,0,1,1,0,1,62.0,D,some_college,N,,Y,indian,M,1
952,1,1,1,1,1,1,58.0,D,some_college,N,H,N,black,F,1
953,1,1,1,0,1,1,54.0,D,some_college,N,,Y,white,F,1
954,0,1,1,1,0,1,84.0,R,masters,N,H,N,white,M,2
955,1,1,1,0,0,1,33.0,R,HS_drop_out,N,,N,asian,M,1
956,1,1,1,0,0,1,82.0,R,high_school,N,H,N,white,M,3
957,1,0,1,0,1,1,69.0,R,high_school,N,H,N,white,M,2
958,1,0,1,0,1,1,37.0,D,bachelors,N,,Y,white,F,3
959,1,1,1,1,1,0,30.0,D,some_college,N,H,N,white,M,1
960,1,0,1,0,0,1,52.0,R,doctorate,Y,H,N,jewish,F,2
961,0,1,1,1,1,1,80.0,DS,trade_school,Y,,N,white,M,2
962,0,1,1,1,1,1,53.0,DS,trade_school,N,H,N,,M,2
963,0,1,1,1,1,1,39.0,DS,trade_school,N,,Y,,M,2
964,0,1,1,0,1,1,86.0,PF,high_school,N,H,Y,white,M,3
965,1,0,0,0,0,1,24.0,DS,high_school,N,,Y,,M,2
966,1,0,1,0,1,1,43.0,D,bachelors,N,H,N,white,M,2
967,1,1,1,1,1,1,94.0,D,high_school,N,H,N,black,F,4
968,0,0,0,0,0,1,36.0,LI,high_school,N,,N,,M,2
969,1,1,1,1,1,1,56.0,R,doctorate,N,H,N,,F,2
970,0,1,1,1,0,1,47.0,D,some_college,N,,Y,,M,1
971,0,1,1,1,1,1,75.0,D,bachelors,N,,N,black,M,2
972,1,1,1,1,1,1,66.0,R,masters,N,,Y,,M,2
973,1,1,1,1,1,1,81.0,R,HS_drop_out,N,H,N,,F,1
974,0,1,1,1,1,0,73.0,D,some_college,N,H,Y,white,F,1
975,1,1,1,1,0,1,51.0,AI,,Y,,Y,,F,1
976,0,1,1,1,1,1,51.0,D,bachelors,N,H,N,asian,F,2
977,1,0,1,0,1,1,74.0,DS,high_school,N,,Y,white,F,2
978,0,1,1,1,1,1,58.0,R,masters,N,H,N,,M,2
979,0,1,1,0,0,1,82.0,D,trade_school,N,,N,black,M,4
980,1,0,0,0,0,1,37.0,DS,high_school,Y,H,N,white,M,2
981,0,1,1,0,0,1,61.0,D,trade_school,N,,Y,white,M,2
982,0,1,1,0,0,1,68.0,R,doctorate,N,H,N,white,F,2
983,0,0,0,0,0,1,37.0,D,bachelors,N,,N,,M,3
984,1,1,1,0,0,1,38.0,D,some_college,N,,Y,white,M,1
985,1,0,0,0,0,0,26.0,D,trade_school,N,,Y,white,M,2
986,0,1,1,1,1,1,71.0,D,bachelors,N,H,N,white,M,2
987,1,1,1,1,1,1,56.0,D,bachelors,Y,H,N,black,M,3
988,0,0,1,0,0,1,28.0,R,high_school,Y,H,N,asian,F,6
989,1,1,1,1,1,1,50.0,D,bachelors,Y,H,N,black,F,3
990,1,1,1,0,1,1,26.0,D,bachelors,N,,Y,jewish,M,2
991,0,1,1,1,1,1,82.0,D,bachelors,N,H,Y,black,M,2
992,0,0,1,0,1,1,56.0,DS,trade_school,N,H,N,white,F,3
993,0,0,1,0,1,0,42.0,AI,high_school,N,H,N,indian,F,2
994,0,0,0,0,0,0,73.0,D,trade_school,N,H,Y,indian,F,2
995,1,0,1,0,1,1,47.0,D,some_college,N,,Y,hispanic,F,1
996,0,0,0,0,0,0,22.0,R,masters,N,,Y,white,M,2
997,1,0,0,0,0,0,77.0,DS,,N,H,Y,white,M,1
998,1,1,1,1,1,1,78.0,R,doctorate,Y,H,Y,asian,M,2
999,0,1,1,0,0,0,54.0,D,some_college,Y,H,N,white,F,1
1000,1,0,0,0,0,1,42.0,D,bachelors,N,,Y,white,F,2
1001,0,0,1,0,0,1,66.0,D,bachelors,N,H,N,,M,2
1002,1,1,1,1,1,1,42.0,D,some_college,N,H,Y,black,F,1
1003,0,1,1,1,1,1,78.0,D,trade_school,N,H,N,white,M,4
1004,1,0,0,0,0,1,32.0,D,trade_school,Y,,Y,asian,F,2
1005,1,1,1,1,1,1,85.0,R,HS_drop_out,N,H,N,,F,1
1006,0,1,1,1,1,1,63.0,D,some_college,N,,Y,white,M,1
1007,0,1,1,1,1,1,75.0,D,bachelors,N,H,N,hispanic,M,3
1008,0,1,1,1,1,1,76.0,R,doctorate,N,H,N,,F,2
1009,1,0,0,0,0,0,51.0,D,bachelors,Y,H,N,,F,2
1010,0,1,1,1,1,0,63.0,R,doctorate,Y,H,N,,F,2
1011,1,1,1,0,1,1,26.0,D,masters,N,H,N,white,F,3
1012,1,1,1,1,1,0,52.0,R,high_school,N,,N,black,M,3
1013,0,1,1,1,1,1,44.0,D,bachelors,N,,Y,,M,2
1014,1,0,1,0,1,0,23.0,D,bachelors,N,H,N,white,F,4
1015,0,1,1,1,1,1,86.0,D,trade_school,N,H,N,white,F,3
1016,1,1,1,1,0,1,67.0,R,HS_drop_out,N,,Y,white,F,1
1017,0,1,1,1,1,1,89.0,D,some_college,N,,Y,white,F,1
1018,1,0,1,0,1,1,65.0,D,trade_school,N,,N,hispanic,M,3
1019,0,1,1,1,1,1,89.0,D,bachelors,N,H,N,black,M,2
1020,0,0,0,0,0,0,29.0,D,trade_school,N,,Y,,M,3
1021,1,0,0,1,1,1,55.0,DS,high_school,N,,Y,white,F,2
1022,0,0,0,0,0,1,53.0,D,some_college,N,,Y,hispanic,M,1
1023,1,0,1,0,0,1,52.0,AI,high_school,N,,N,hispanic,M,3
1024,0,0,0,0,0,0,30.0,D,high_school,N,,Y,white,F,2
1025,0,1,1,1,1,0,83.0,DS,,N,,Y,,M,1
1026,1,1,1,1,1,1,54.0,D,bachelors,N,H,N,hispanic,F,2
1027,0,1,1,0,0,1,47.0,D,bachelors,N,,N,white,M,2
1028,1,1,1,0,0,1,26.0,D,high_school,N,,Y,jewish,F,3
1029,1,1,1,1,1,1,64.0,DS,high_school,Y,H,N,jewish,M,4
1030,0,0,1,1,0,1,78.0,R,doctorate,N,H,N,white,F,2
1031,0,1,1,0,0,1,64.0,D,some_college,N,,Y,,F,1
1032,0,0,1,0,0,1,69.0,D,bachelors,N,H,N,black,F,2
1033,0,1,1,1,1,1,60.0,D,bachelors,Y,H,N,black,F,5
1034,0,1,1,0,0,0,34.0,D,bachelors,N,,Y,,M,2
1035,0,0,1,0,0,1,52.0,D,bachelors,N,H,N,white,M,2
1036,1,0,1,1,0,1,49.0,R,doctorate,N,H,N,white,M,2
1037,1,0,0,0,0,1,34.0,D,trade_school,N,,Y,white,M,3
1038,1,1,1,0,1,1,59.0,D,some_college,N,,N,white,F,1
1039,0,1,1,1,1,1,66.0,D,some_college,N,H,N,asian,F,1
1040,0,1,1,1,1,1,81.0,D,some_college,N,H,N,white,M,1
1041,1,1,1,1,1,1,69.0,R,HS_drop_out,N,,Y,,F,1
1042,1,0,1,0,1,0,58.0,D,bachelors,Y,H,N,white,F,4
1043,0,0,1,0,1,1,62.0,D,bachelors,N,H,N,white,M,2
1044,1,1,1,0,1,1,78.0,D,bachelors,Y,H,N,,M,2
1045,0,1,1,0,1,1,39.0,D,bachelors,N,,Y,white,F,2
1046,0,0,0,0,0,0,22.0,D,bachelors,N,H,N,white,M,3
1047,0,0,1,0,1,1,72.0,D,some_college,N,,N,white,M,1
1048,0,1,1,1,1,1,76.0,D,bachelors,N,H,N,,F,2
1049,0,1,1,1,1,1,56.0,D,some_college,N,,Y,black,F,1
1050,1,1,1,1,1,1,68.0,DS,high_school,Y,H,N,black,M,2
1051,0,0,1,1,0,1,75.0,D,masters,Y,H,Y,white,M,2
1052,0,1,1,1,1,1,85.0,D,bachelors,N,H,N,white,F,2
1053,1,1,1,1,1,1,41.0,D,trade_school,N,,Y,asian,M,3
1054,0,0,1,0,0,1,72.0,D,some_college,N,,Y,white,F,1
1055,1,0,1,0,0,1,88.0,YY,trade_school,N,,N,black,M,2
1056,1,0,1,1,0,1,54.0,DS,,N,,Y,,F,1
1057,1,0,0,0,0,1,31.0,D,high_school,N,H,N,asian,M,3
1058,1,1,1,1,1,1,48.0,D,masters,Y,H,N,indian,F,2
1059,1,1,1,1,1,1,71.0,D,some_college,N,H,N,white,F,1
1060,0,1,1,1,1,1,55.0,D,bachelors,N,H,N,white,F,2
1061,0,1,1,1,1,1,61.0,D,bachelors,N,H,N,black,F,2
1062,1,0,0,0,0,0,78.0,DS,,N,H,Y,black,F,1
1063,1,0,0,0,0,1,32.0,D,bachelors,N,H,N,hispanic,F,2
1064,0,1,1,1,1,1,67.0,DS,high_school,Y,,Y,white,M,3
1065,1,1,1,1,0,1,36.0,R,high_school,N,,Y,white,M,2
1066,1,0,0,0,0,1,30.0,D,bachelors,N,,Y,white,F,2
1067,0,1,1,1,1,1,55.0,D,some_college,N,,Y,,M,1
1068,1,1,1,1,1,1,71.0,D,trade_school,Y,H,N,hispanic,F,4
1069,0,1,1,1,1,1,81.0,D,trade_school,Y,,Y,black,M,2
1070,1,1,1,1,1,1,69.0,DS,high_school,Y,H,N,white,F,2
1071,1,1,1,0,1,1,52.0,D,high_school,N,,Y,white,M,3
1072,1,1,1,1,1,1,59.0,DS,,N,,N,white,F,1
1073,0,1,1,1,0,1,57.0,D,bachelors,N,,N,white,M,3
1074,0,1,1,0,0,1,33.0,D,bachelors,N,,Y,white,F,2
1075,0,0,0,0,0,0,36.0,YY,trade_school,N,,Y,,M,4
1076,1,1,1,0,0,1,60.0,DS,trade_school,N,H,Y,,M,2
1077,0,1,1,1,1,1,75.0,D,bachelors,Y,H,N,white,M,2
1078,0,1,1,1,1,1,92.0,D,some_college,N,H,Y,black,F,1
1079,1,1,1,1,1,1,58.0,DS,trade_school,Y,H,N,white,M,4
1080,1,1,1,1,1,1,60.0,D,bachelors,Y,,N,indian,F,3
1081,0,1,1,0,0,1,73.0,R,doctorate,N,,Y,hispanic,M,2
1082,0,0,0,0,0,0,78.0,GR,high_school,N,,N,white,M,1
1083,0,1,1,1,1,0,58.0,DS,trade_school,N,,Y,,M,3
1084,0,1,1,1,1,1,81.0,R,HS_drop_out,N,,Y,,M,1
1085,0,0,0,0,0,1,51.0,D,trade_school,N,,Y,,F,2
1086,1,0,1,1,0,1,87.0,R,HS_drop_out,Y,H,N,,F,1
1087,0,0,0,0,0,1,23.0,D,bachelors,N,,N,white,M,4
1088,0,0,0,0,0,0,29.0,D,bachelors,N,,Y,white,F,2
1089,1,1,1,1,1,1,49.0,D,some_college,N,,Y,white,F,1
1090,0,0,1,1,0,1,47.0,D,some_college,N,,N,,F,1
1091,1,1,1,0,0,1,40.0,D,trade_school,N,H,N,white,F,2
1092,0,1,1,1,1,1,66.0,D,bachelors,Y,H,N,,F,3
1093,0,0,1,0,0,1,72.0,DS,,N,,Y,indian,M,1
1094,0,1,1,1,1,1,79.0,D,some_college,N,H,Y,white,F,1
1095,1,0,0,0,0,1,28.0,D,bachelors,N,,Y,white,M,2
1096,1,0,0,0,0,0,34.0,D,some_college,N,,Y,hispanic,F,1
1097,1,1,1,1,1,1,65.0,D,bachelors,N,H,N,,F,2
1098,1,0,0,0,0,1,44.0,R,HS_drop_out,N,H,Y,,F,1
1099,0,1,1,1,0,1,66.0,D,some_college,N,,Y,white,M,1
1100,0,0,1,0,0,1,42.0,D,some_college,N,H,Y,,M,1
1101,1,1,1,1,1,1,81.0,D,bachelors,N,,N,hispanic,F,4
1102,0,0,1,1,0,1,70.0,D,bachelors,N,H,N,,M,3
1103,0,0,1,0,1,1,52.0,D,trade_school,Y,H,N,,F,2
1104,0,1,1,1,1,1,85.0,R,high_school,N,H,N,white,F,2
1105,0,1,1,1,1,1,69.0,D,bachelors,N,H,N,black,M,2
1106,0,0,1,1,0,1,67.0,D,some_college,N,,Y,hispanic,F,1
1107,0,1,1,1,1,1,79.0,D,bachelors,N,H,N,black,F,2
1108,1,1,1,1,1,1,91.0,R,masters,N,H,N,indian,M,3
1109,1,0,1,0,0,1,64.0,R,HS_drop_out,N,H,N,white,F,1
1110,0,1,1,1,1,1,59.0,D,bachelors,N,H,N,white,F,7
1111,1,0,0,0,0,1,65.0,D,bachelors,Y,H,N,white,F,3
1112,1,0,0,1,0,1,42.0,R,high_school,N,,Y,white,M,3
1113,0,1,1,1,1,0,67.0,D,some_college,N,H,N,black,F,1
1114,0,1,1,0,0,1,23.0,D,some_college,N,,Y,white,M,1
1115,0,1,1,1,1,1,84.0,D,bachelors,N,H,N,black,M,2
1116,0,0,1,0,1,1,48.0,D,trade_school,N,H,N,asian,M,3
1117,0,1,1,1,1,1,71.0,R,doctorate,Y,H,N,white,F,2
1118,0,0,0,0,0,0,59.0,D,some_college,N,,Y,,M,1
1119,0,1,1,1,1,1,52.0,D,bachelors,N,H,N,white,M,2
1120,0,1,1,1,1,1,64.0,D,bachelors,N,H,N,black,M,2
